latitude,longitude,time,u10,v10,i10fg,windspeed,bf,month
-24.0,-46.25,2017-01-08 05:00:00,1.5851133,-0.5264112,3.4001513,3.246681704783648,BF2,1
-24.0,-46.25,2017-01-08 06:00:00,2.0050802,0.06456292,4.1490517,3.8995841585752933,BF3,1
-24.0,-46.25,2017-01-08 07:00:00,2.0475655,0.4535315,3.416007,4.076615514470138,BF3,1
-24.0,-46.25,2017-01-08 08:00:00,2.0841904,0.77845985,3.5421143,4.324715109649034,BF3,1
-24.0,-46.25,2017-01-08 09:00:00,2.066122,1.191927,3.7264814,4.63660912753722,BF3,1
-24.0,-46.25,2017-01-08 10:00:00,2.3478904,0.6963681,3.6719093,4.760442123219791,BF3,1
-24.0,-46.25,2017-01-08 11:00:00,1.4068716,0.59063745,3.6136484,2.9659654015277566,BF2,1
-24.0,-46.25,2017-01-08 12:00:00,0.55619437,1.3470845,3.486436,2.8329417053506627,BF2,1
-24.0,-46.25,2017-01-08 13:00:00,0.03318903,2.1344771,4.3769293,4.149593166800675,BF3,1
-24.0,-46.25,2017-01-08 14:00:00,-1.0338199,2.882328,5.5911717,5.952291322166682,BF4,1
-24.0,-46.25,2017-01-08 15:00:00,-2.052484,3.681755,6.7950892,8.193716371599672,BF5,1
-24.0,-46.25,2017-01-08 16:00:00,-3.3558464,2.9927864,7.5340333,8.74048883289968,BF5,1
-24.0,-46.25,2017-01-08 17:00:00,-3.4266548,2.6927865,5.3323197,8.471474594376618,BF5,1
-24.0,-46.25,2017-01-08 18:00:00,-2.9012077,2.098374,3.595581,6.959989159795757,BF4,1
-24.0,-46.25,2017-01-08 19:00:00,-3.2078812,1.654391,6.501577,7.016043176733026,BF4,1
-24.0,-46.25,2017-01-08 20:00:00,-2.2717457,0.22401857,4.488287,4.437338775752912,BF3,1
-24.0,-46.25,2017-01-08 21:00:00,-2.0456471,0.13848841,4.146101,3.985521810890056,BF3,1
-24.0,-46.25,2017-01-08 22:00:00,-1.8752189,-0.9725431,3.0210924,4.106201106990419,BF3,1
-24.0,-46.25,2017-01-08 23:00:00,-2.276629,-1.0615116,2.4749966,4.882822228377599,BF3,1
-24.0,-46.25,2017-01-09 00:00:00,-2.5393527,-0.6880158,2.7120934,5.114076310639356,BF3,1
-24.0,-46.25,2017-01-09 01:00:00,-2.4573126,-0.41767204,2.752654,4.845141117536213,BF3,1
-24.0,-46.25,2017-01-09 02:00:00,-2.3845508,-1.098904,2.865118,5.1037200589025815,BF3,1
-24.0,-46.25,2017-01-09 03:00:00,-1.9157505,-1.4762679,3.2382774,4.70131841212564,BF3,1
-24.0,-46.25,2017-01-09 04:00:00,-1.5846603,-1.148331,3.0432167,3.804085510299235,BF3,1
-24.0,-46.25,2017-01-09 05:00:00,-1.3927451,-0.7632307,2.5948353,3.0871409066263493,BF2,1
-24.0,-46.25,2017-01-09 06:00:00,-1.099745,-0.9287034,2.3946133,2.7980081409240563,BF2,1
-24.0,-46.25,2017-01-09 07:00:00,-0.3945912,-1.3129443,2.2508068,2.664928522189513,BF2,1
-24.0,-46.25,2017-01-09 08:00:00,-0.051781,-1.4792765,2.3573704,2.8772446753448255,BF2,1
-24.0,-46.25,2017-01-09 09:00:00,0.19873413,-1.6142336,2.7969017,3.1615095894912484,BF2,1
-24.0,-46.25,2017-01-09 10:00:00,0.0937424,-0.9415976,2.8131266,1.8393675547196036,BF2,1
-24.0,-46.25,2017-01-09 11:00:00,-0.8116281,-0.33558023,2.2452755,1.7072159596124334,BF2,1
-24.0,-46.25,2017-01-09 12:00:00,-1.749717,-0.005494356,3.098527,3.4011945168119873,BF3,1
-24.0,-46.25,2017-01-09 13:00:00,-2.4333842,0.29106724,4.456207,4.7638384788023975,BF3,1
-24.0,-46.25,2017-01-09 14:00:00,-2.8186793,0.6185744,5.466171,5.609460824246186,BF4,1
-24.0,-46.25,2017-01-09 15:00:00,-2.809401,1.4558237,6.2434626,6.150711227414987,BF4,1
-24.0,-46.25,2017-01-09 16:00:00,-2.9202528,2.098374,6.8293815,6.990019765629262,BF4,1
-24.0,-46.25,2017-01-09 17:00:00,-3.2342513,2.1486604,6.1726656,7.547806447912381,BF4,1
-24.0,-46.25,2017-01-09 18:00:00,-3.194208,1.6384885,6.248256,6.978268748669415,BF4,1
-24.0,-46.25,2017-01-09 19:00:00,-3.4525363,-0.30850303,5.515581,6.737932922274411,BF4,1
-24.0,-46.25,2017-01-09 20:00:00,-3.0218263,-1.8097924,5.015946,6.846854566326784,BF4,1
-24.0,-46.25,2017-01-09 21:00:00,-2.156499,-2.721827,5.1763453,6.750160565168224,BF4,1
-24.0,-46.25,2017-01-09 22:00:00,-3.0193846,-2.010079,3.8968372,7.050852311116547,BF4,1
-24.0,-46.25,2017-01-09 23:00:00,0.3794176,-1.9241191,3.1973476,3.8122116407823596,BF3,1
-24.0,-46.25,2017-01-10 00:00:00,2.4353023,-3.1980448,3.5653448,7.813719916749385,BF4,1
-24.0,-46.25,2017-01-10 01:00:00,3.8163097,-3.3265548,4.949205,9.84095849489656,BF5,1
-24.0,-46.25,2017-01-10 02:00:00,3.9965048,-3.0093627,5.7884445,9.724724770396563,BF5,1
-24.0,-46.25,2017-01-10 03:00:00,3.4476178,-2.4072137,6.1911025,8.173570468914049,BF5,1
-24.0,-46.25,2017-01-10 04:00:00,2.8293874,-2.8658094,5.996042,7.828240190938188,BF4,1
-24.0,-46.25,2017-01-10 05:00:00,2.4313955,-3.6540618,4.854809,8.531651024658325,BF5,1
-24.0,-46.25,2017-01-10 06:00:00,1.7843535,-4.149191,5.2416115,8.77957384056307,BF5,1
-24.0,-46.25,2017-01-10 07:00:00,1.0674796,-3.5960388,6.050615,7.291621584988698,BF4,1
-24.0,-46.25,2017-01-10 08:00:00,0.93367624,-3.3205376,5.744565,6.704917057398009,BF4,1
-24.0,-46.25,2017-01-10 09:00:00,1.016693,-3.2534885,5.7976627,6.6258734137439514,BF4,1
-24.0,-46.25,2017-01-10 10:00:00,1.53921,-2.065093,5.7851257,5.006588973704541,BF3,1
-24.0,-46.25,2017-01-10 11:00:00,1.5338383,-1.3426005,5.1756077,3.962409518223664,BF3,1
-24.0,-46.25,2017-01-10 12:00:00,1.2989498,-1.0073568,4.1265583,3.1952678600707705,BF2,1
-24.0,-46.25,2017-01-10 13:00:00,0.8081745,-0.54403293,3.019249,1.8937453799332737,BF2,1
-24.0,-46.25,2017-01-10 14:00:00,-0.04640937,0.050809383,2.8393068,0.1337645105093714,BF0,1
-24.0,-46.25,2017-01-10 15:00:00,-0.5894363,1.0642765,4.726858,2.364884372809853,BF2,1
-24.0,-46.25,2017-01-10 16:00:00,-0.9586166,1.9913538,5.7969255,4.296043904826348,BF3,1
-24.0,-46.25,2017-01-10 17:00:00,-1.8874271,2.2737322,6.6453834,5.744130886257262,BF4,1
-24.0,-46.25,2017-01-10 18:00:00,-2.7341976,1.9861963,7.945541,6.569162647456736,BF4,1
-24.0,-46.25,2017-01-10 19:00:00,-2.9353912,1.2220128,5.154221,6.180641970997188,BF4,1
-24.0,-46.25,2017-01-10 20:00:00,-3.3353364,0.06241393,5.490138,6.484510437538271,BF4,1
-24.0,-46.25,2017-01-10 21:00:00,-3.65373,0.080895305,5.7124853,7.104023331337335,BF4,1
-24.0,-46.25,2017-01-10 22:00:00,-3.874457,0.13247132,4.4126964,7.535742532361644,BF4,1
-24.0,-46.25,2017-01-10 23:00:00,-3.6595898,-0.17655456,3.420063,7.12194720441696,BF4,1
-24.0,-46.25,2017-01-11 00:00:00,-3.2596447,-0.83672655,3.2832632,6.541663508564375,BF4,1
-24.0,-46.25,2017-01-11 01:00:00,-2.450476,-0.95492136,2.5004396,5.11223972880101,BF3,1
-24.0,-46.25,2017-01-11 02:00:00,-1.557802,-0.96523654,1.4134102,3.5622924820357666,BF3,1
-24.0,-46.25,2017-01-11 03:00:00,-0.7842815,-0.62999284,1.1114168,1.95546161077758,BF2,1
-24.0,-46.25,2017-01-11 04:00:00,0.27393752,-0.68285835,1.5985155,1.430195774737115,BF1,1
-24.0,-46.25,2017-01-11 05:00:00,0.49319932,-0.7872995,2.2441692,1.8058787086178436,BF2,1
-24.0,-46.25,2017-01-11 06:00:00,0.76959616,-0.69618213,3.3813457,2.0172459257647937,BF2,1
-24.0,-46.25,2017-01-11 07:00:00,0.9268396,-0.3613683,3.1516247,1.9337283263923628,BF2,1
