latitude,longitude,time,u10,v10,i10fg,windspeed,bf,month,year
43.5,10.0,2017-01-07 06:00:00,-7.4272623,2.1071434,11.462107,15.007219569883315,BF7,1,2017
43.5,10.0,2017-01-07 07:00:00,-6.5415487,2.3978746,10.6694765,13.543123564572994,BF6,1,2017
43.5,10.0,2017-01-07 08:00:00,-5.962451,2.6643238,10.227187,12.694576015620598,BF6,1,2017
43.5,10.0,2017-01-07 09:00:00,-5.3031073,2.8946774,9.694964,11.744119638295544,BF6,1,2017
43.5,10.0,2017-01-07 10:00:00,-5.092907,2.2823696,8.756023,10.848483137134641,BF6,1,2017
43.5,10.0,2017-01-07 11:00:00,-4.060473,2.573101,7.7667465,9.34427088729607,BF5,1,2017
43.5,10.0,2017-01-07 12:00:00,-3.9035716,2.8408625,7.283518,9.38463703725825,BF5,1,2017
43.5,10.0,2017-01-07 13:00:00,-3.3376493,2.8375812,7.090226,8.515674118670812,BF5,1,2017
43.5,10.0,2017-01-07 14:00:00,-2.5770974,2.7214198,7.072776,7.285542870424512,BF4,1,2017
43.5,10.0,2017-01-07 15:00:00,-2.0165648,2.5626006,6.926465,6.338678591416422,BF4,1,2017
43.5,10.0,2017-01-07 16:00:00,-1.8985896,2.3335595,6.720421,5.847755787909347,BF4,1,2017
43.5,10.0,2017-01-07 17:00:00,-1.7500725,2.1977098,6.700287,5.46102069330207,BF3,1,2017
43.5,10.0,2017-01-07 18:00:00,-1.7800155,2.3033707,6.6284733,5.658548250292382,BF4,1,2017
43.5,10.0,2017-01-07 19:00:00,-1.8710423,2.6774492,5.9157104,6.349422599244021,BF4,1,2017
43.5,10.0,2017-01-07 20:00:00,-2.0387225,2.9681807,5.9210796,6.999591007438236,BF4,1,2017
43.5,10.0,2017-01-07 21:00:00,-1.8979907,3.27335,6.1888695,7.355130733608788,BF4,1,2017
43.5,10.0,2017-01-07 22:00:00,-3.5113187,2.9845877,6.6271315,8.957964850779195,BF5,1,2017
43.5,10.0,2017-01-07 23:00:00,-4.555131,2.6334786,6.9116993,10.227730933623063,BF5,1,2017
43.5,10.0,2017-01-08 00:00:00,-4.478477,3.2405362,7.4096937,10.745404833006855,BF6,1,2017
43.5,10.0,2017-01-08 01:00:00,-4.03053,3.480734,7.868761,10.35189485683602,BF5,1,2017
43.5,10.0,2017-01-08 02:00:00,-4.16707,2.7365143,8.20568,9.690602374555956,BF5,1,2017
43.5,10.0,2017-01-08 03:00:00,-4.177251,2.7030442,8.48622,9.671651469972495,BF5,1,2017
43.5,10.0,2017-01-08 04:00:00,-4.4090095,2.5068169,8.548637,9.85885563982541,BF5,1,2017
43.5,10.0,2017-01-08 05:00:00,-5.112071,2.054641,8.703673,10.7096517544456,BF6,1,2017
43.5,10.0,2017-01-08 06:00:00,-5.4001217,2.120269,8.67817,11.277122165751585,BF6,1,2017
43.5,10.0,2017-01-08 07:00:00,-5.1635723,2.4464393,8.713741,11.106744386211096,BF6,1,2017
43.5,10.0,2017-01-08 08:00:00,-4.6647224,2.7411082,8.33991,10.517134567215548,BF5,1,2017
43.5,10.0,2017-01-08 09:00:00,-4.2305493,2.775891,7.9841995,9.835760719563702,BF5,1,2017
43.5,10.0,2017-01-08 10:00:00,-4.824019,2.2252734,8.294271,10.326736838220603,BF5,1,2017
43.5,10.0,2017-01-08 11:00:00,-6.247509,0.31025332,9.109049,12.159151423979388,BF6,1,2017
43.5,10.0,2017-01-08 12:00:00,-6.3559017,0.5104182,9.270125,12.394659358074701,BF6,1,2017
43.5,10.0,2017-01-08 13:00:00,-6.0642576,0.80049324,9.018444,11.890229972155705,BF6,1,2017
43.5,10.0,2017-01-08 14:00:00,-5.928316,1.3373289,9.198983,11.813294996294369,BF6,1,2017
43.5,10.0,2017-01-08 15:00:00,-5.3893423,1.9804816,9.066767,11.161005622790336,BF6,1,2017
43.5,10.0,2017-01-08 16:00:00,-5.292327,1.8518511,8.768105,10.899071555240583,BF6,1,2017
43.5,10.0,2017-01-08 17:00:00,-5.591757,1.113538,9.292945,11.082933192965399,BF6,1,2017
43.5,10.0,2017-01-08 18:00:00,-5.9067574,0.743397,9.975506,11.572394008018858,BF6,1,2017
43.5,10.0,2017-01-08 19:00:00,-5.814533,0.79786813,8.894952,11.408461295811943,BF6,1,2017
43.5,10.0,2017-01-08 20:00:00,-5.55882,0.8109937,8.5741415,10.919872002366073,BF6,1,2017
43.5,10.0,2017-01-08 21:00:00,-5.21747,0.49072984,8.200981,10.186711589528928,BF5,1,2017
43.5,10.0,2017-01-08 22:00:00,-4.683886,-0.33486825,7.686879,9.127985201193376,BF5,1,2017
43.5,10.0,2017-01-08 23:00:00,-3.967051,-0.7312605,7.0586815,7.841246962494753,BF4,1,2017
43.5,10.0,2017-01-09 00:00:00,-4.176652,-1.0922134,6.5700836,8.391770885979536,BF5,1,2017
43.5,10.0,2017-01-09 01:00:00,-4.691671,-0.03166771,6.321086,9.120086374696736,BF5,1,2017
43.5,10.0,2017-01-09 02:00:00,-4.373078,0.29844028,6.1465874,8.520355504227075,BF5,1,2017
43.5,10.0,2017-01-09 03:00:00,-3.7526593,0.47826055,5.8633614,7.353588412159617,BF4,1,2017
43.5,10.0,2017-01-09 04:00:00,-3.2514138,0.7939304,5.400938,6.505933782899896,BF4,1,2017
